사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Feb-20,경원선,1901,방학,328 ,6 ,9881 ,1545 ,12747 ,4771 ,27267 ,6835 ,25506 ,17626 ,17474 ,9933 ,13213 ,9362 ,12383 ,8525 ,14052 ,9868 ,12788 ,9824 ,12086 ,11961 ,11782 ,14879 ,11636 ,15836 ,13918 ,17431 ,16907 ,25449 ,9510 ,24395 ,6468 ,14767 ,5342 ,11019 ,4187 ,9652 ,1614 ,6340 ,143 ,1872 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,경원선,1902,도봉,155 ,18 ,6594 ,1194 ,8116 ,2641 ,18329 ,3350 ,17242 ,9207 ,11067 ,6443 ,8817 ,6337 ,8056 ,5364 ,7974 ,6061 ,8503 ,5973 ,7699 ,7367 ,7547 ,8982 ,7633 ,9659 ,8217 ,10336 ,10064 ,14835 ,4387 ,14153 ,2904 ,8809 ,2455 ,6896 ,1685 ,6207 ,786 ,3547 ,105 ,1696 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,경원선,1903,도봉산,129 ,4 ,5687 ,539 ,8041 ,1749 ,21915 ,2725 ,19369 ,5070 ,11913 ,8220 ,9223 ,11629 ,9409 ,10015 ,11414 ,8876 ,13576 ,7986 ,15791 ,7603 ,16261 ,7809 ,15640 ,6789 ,13011 ,6880 ,10538 ,8616 ,6460 ,7991 ,3966 ,4964 ,3012 ,3959 ,2034 ,3999 ,867 ,2931 ,131 ,1648 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,경원선,1904,망월사,288 ,3 ,6400 ,1004 ,10474 ,3272 ,23218 ,3765 ,22729 ,9755 ,14469 ,9120 ,10963 ,7510 ,10826 ,7395 ,11330 ,7665 ,10589 ,8605 ,10122 ,8324 ,9205 ,11201 ,9145 ,11984 ,10214 ,15376 ,9703 ,21374 ,5442 ,21543 ,4183 ,13955 ,3558 ,10468 ,2623 ,8271 ,1305 ,7158 ,174 ,2457 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,경원선,1905,회룡,764 ,34 ,12261 ,1791 ,22260 ,5077 ,53230 ,7408 ,41728 ,10280 ,24819 ,9479 ,18518 ,9650 ,17193 ,10123 ,17533 ,11888 ,16011 ,12719 ,13116 ,13598 ,12786 ,17704 ,12513 ,19417 ,12255 ,25707 ,12174 ,35107 ,7518 ,39804 ,5569 ,24894 ,4712 ,18143 ,3934 ,12789 ,1690 ,12229 ,234 ,4248 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,경원선,1906,의정부,2316 ,6 ,9466 ,2089 ,18673 ,7166 ,41303 ,12919 ,37938 ,30848 ,23193 ,32440 ,18662 ,26565 ,21733 ,27013 ,24671 ,30951 ,25614 ,30365 ,26104 ,30132 ,30009 ,32443 ,33390 ,31747 ,37269 ,36874 ,42666 ,46866 ,28906 ,47159 ,27076 ,30241 ,19940 ,23536 ,17468 ,14605 ,8655 ,13938 ,703 ,6759 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,경원선,1907,가능,289 ,3 ,7012 ,1497 ,11250 ,3489 ,21224 ,4428 ,19785 ,10663 ,12126 ,6768 ,9501 ,5561 ,8512 ,5305 ,8877 ,6487 ,8576 ,6721 ,7109 ,5293 ,7373 ,8179 ,6650 ,8253 ,9202 ,12597 ,9126 ,18193 ,5592 ,17970 ,4365 ,10358 ,3373 ,9327 ,2867 ,7649 ,1377 ,6547 ,103 ,1425 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,경원선,1908,녹양,227 ,1 ,4896 ,628 ,8272 ,2198 ,16725 ,3511 ,15232 ,6866 ,8816 ,4045 ,6770 ,2920 ,6059 ,3582 ,6289 ,3987 ,6246 ,5010 ,5026 ,3629 ,5247 ,6010 ,4733 ,6007 ,6700 ,8765 ,7790 ,12949 ,3830 ,13870 ,2705 ,8800 ,2142 ,7772 ,1724 ,6865 ,864 ,5317 ,75 ,1014 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,경원선,1909,양주,1430 ,5 ,5346 ,1107 ,10608 ,4983 ,31963 ,8228 ,24282 ,11549 ,15523 ,6551 ,11564 ,5627 ,10360 ,6505 ,10665 ,6248 ,10201 ,7294 ,8637 ,7438 ,8324 ,9530 ,8962 ,8959 ,10977 ,13190 ,14342 ,19257 ,6664 ,20870 ,4278 ,14646 ,3175 ,11165 ,2181 ,11447 ,1054 ,7623 ,32 ,2723 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,경원선,1910,덕계,1 ,0 ,1356 ,315 ,5372 ,1635 ,9722 ,1701 ,8391 ,2980 ,4309 ,1180 ,3339 ,1302 ,2912 ,1517 ,3025 ,1688 ,2576 ,1546 ,2427 ,2248 ,2157 ,2360 ,2532 ,3569 ,2885 ,3526 ,3031 ,6057 ,1468 ,6680 ,830 ,4183 ,680 ,2578 ,550 ,2908 ,199 ,2303 ,10 ,587 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,경원선,1911,덕정,6 ,0 ,2610 ,1114 ,8289 ,4490 ,18510 ,8825 ,16332 ,10745 ,8601 ,5219 ,7404 ,4316 ,7661 ,3960 ,7824 ,4930 ,7565 ,3958 ,6236 ,6974 ,6369 ,4940 ,7513 ,8520 ,10166 ,9133 ,10956 ,13776 ,5656 ,14604 ,3528 ,9764 ,2557 ,7109 ,1845 ,7722 ,1366 ,5188 ,104 ,1279 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,경원선,1912,지행,9 ,2 ,4178 ,657 ,8952 ,2430 ,18936 ,4502 ,18215 ,9718 ,10984 ,4945 ,9392 ,4710 ,9058 ,5121 ,9091 ,6639 ,9157 ,6107 ,7268 ,8868 ,7179 ,7464 ,7942 ,9855 ,8917 ,13571 ,10380 ,14813 ,6294 ,20352 ,5377 ,12950 ,4540 ,8582 ,3622 ,9162 ,2490 ,7034 ,102 ,2127 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,경원선,1913,동두천중앙,10 ,1 ,2081 ,447 ,4189 ,1676 ,8284 ,3328 ,8070 ,8097 ,5711 ,3596 ,4792 ,3906 ,4659 ,4190 ,5879 ,4161 ,5232 ,3594 ,4424 ,4753 ,4493 ,4162 ,4708 ,4670 ,5098 ,5492 ,7024 ,5576 ,2537 ,6940 ,1926 ,4692 ,1348 ,3080 ,861 ,3325 ,375 ,2274 ,11 ,813 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,경원선,1914,보산,28 ,1 ,1317 ,345 ,2166 ,714 ,4588 ,2467 ,3235 ,2260 ,3194 ,1396 ,2452 ,1320 ,2517 ,1258 ,2594 ,1493 ,2404 ,1630 ,2141 ,2117 ,2058 ,2014 ,2318 ,2577 ,3606 ,3205 ,2857 ,3357 ,1566 ,4217 ,1259 ,3165 ,914 ,2328 ,501 ,2060 ,221 ,1092 ,2 ,577 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,경원선,1915,동두천,6 ,0 ,839 ,323 ,2366 ,2694 ,4390 ,6959 ,4707 ,4373 ,3565 ,2268 ,2780 ,2533 ,2830 ,2563 ,3016 ,2300 ,2563 ,1973 ,2237 ,3068 ,2282 ,3162 ,3191 ,3216 ,3773 ,4052 ,4897 ,4596 ,2330 ,4322 ,1447 ,3070 ,814 ,2243 ,587 ,2170 ,230 ,1040 ,4 ,737 ,1 ,1 ,0 ,0 ,0 ,0 
Feb-20,경원선,1916,소요산,58 ,1 ,522 ,5 ,884 ,715 ,4157 ,2623 ,4579 ,2415 ,3569 ,3062 ,4412 ,4830 ,4352 ,7463 ,5295 ,7193 ,6944 ,6600 ,8110 ,6100 ,10065 ,4185 ,7749 ,3593 ,5401 ,3229 ,3831 ,2420 ,1965 ,1937 ,1291 ,1367 ,1017 ,1585 ,358 ,947 ,192 ,707 ,5 ,652 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,안산선,1751,산본,510 ,4 ,8152 ,1720 ,20464 ,6086 ,54061 ,13374 ,49037 ,27565 ,24329 ,20560 ,17246 ,16393 ,17338 ,16669 ,18682 ,19832 ,19132 ,21836 ,18893 ,20456 ,19777 ,23217 ,21579 ,24433 ,24077 ,31562 ,30887 ,58081 ,22401 ,55507 ,16257 ,29941 ,16775 ,23933 ,14485 ,20332 ,6255 ,13429 ,1323 ,6163 ,5 ,575 ,0 ,0 ,0 ,0 
Feb-20,안산선,1752,대야미,1 ,0 ,2075 ,808 ,6330 ,3373 ,15426 ,4123 ,15508 ,7200 ,8839 ,3958 ,6215 ,3263 ,5710 ,3237 ,6032 ,3628 ,6265 ,3774 ,5984 ,4210 ,5932 ,4857 ,6159 ,6106 ,7260 ,7757 ,9346 ,12178 ,4817 ,11478 ,3623 ,7559 ,2627 ,7077 ,1615 ,6135 ,930 ,4179 ,351 ,1489 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,안산선,1753,반월,0 ,0 ,2577 ,879 ,6077 ,2494 ,14364 ,3307 ,14011 ,5144 ,8883 ,3176 ,6183 ,3133 ,5566 ,3562 ,6219 ,3553 ,5889 ,4270 ,5037 ,4641 ,4497 ,5641 ,4730 ,6350 ,6252 ,7207 ,7320 ,12789 ,4103 ,10293 ,3027 ,8035 ,2125 ,6752 ,1442 ,5990 ,842 ,3911 ,247 ,1671 ,0 ,4 ,0 ,0 ,0 ,0 
Feb-20,안산선,1754,상록수,357 ,7 ,13828 ,2645 ,32127 ,8825 ,72791 ,11990 ,67450 ,17585 ,34866 ,12388 ,23542 ,10227 ,21949 ,11136 ,22843 ,12693 ,21046 ,15840 ,17862 ,16586 ,17101 ,19000 ,18622 ,25040 ,21056 ,33839 ,23783 ,63915 ,14968 ,62535 ,11675 ,38239 ,10292 ,33251 ,7483 ,26998 ,3620 ,17469 ,897 ,8711 ,1 ,12 ,0 ,0 ,0 ,0 
Feb-20,안산선,1755,한대앞,137 ,2 ,5503 ,636 ,13036 ,3603 ,24730 ,5700 ,21496 ,11411 ,11600 ,9083 ,8860 ,6310 ,8660 ,5657 ,9187 ,6348 ,8939 ,7347 ,7990 ,7750 ,7926 ,8688 ,8458 ,10383 ,11529 ,14002 ,13906 ,24287 ,7210 ,21474 ,5703 ,14059 ,5499 ,9861 ,4654 ,9896 ,2012 ,6057 ,390 ,3039 ,0 ,9 ,0 ,0 ,0 ,0 
Feb-20,안산선,1756,중앙,168 ,2 ,7211 ,854 ,21509 ,6393 ,43705 ,9739 ,35829 ,26694 ,17030 ,22644 ,14768 ,14888 ,16354 ,15201 ,18831 ,18276 ,18617 ,20627 ,18542 ,22706 ,19976 ,21731 ,22867 ,23753 ,25842 ,29605 ,30064 ,51023 ,20173 ,48986 ,19769 ,27945 ,19670 ,22571 ,18307 ,18170 ,8782 ,13659 ,1836 ,6798 ,2 ,44 ,0 ,0 ,0 ,0 
Feb-20,안산선,1757,고잔,158 ,4 ,4006 ,551 ,11239 ,4709 ,25511 ,10239 ,17254 ,23768 ,9652 ,12067 ,8885 ,8410 ,9341 ,7755 ,9018 ,8105 ,9034 ,9201 ,9363 ,8641 ,10073 ,8067 ,11178 ,8179 ,16102 ,10787 ,19670 ,17985 ,8408 ,16658 ,6001 ,11299 ,5717 ,8020 ,4050 ,7778 ,1705 ,6655 ,314 ,3625 ,0 ,70 ,0 ,0 ,0 ,0 
Feb-20,안산선,1758,초지,181 ,13 ,2580 ,292 ,6931 ,3619 ,15139 ,7658 ,10755 ,8671 ,5478 ,3215 ,4201 ,2564 ,4306 ,2588 ,4230 ,3005 ,3977 ,3499 ,3589 ,3417 ,3817 ,3908 ,4411 ,4345 ,6976 ,5695 ,8498 ,10345 ,4399 ,11220 ,2902 ,6934 ,2194 ,5439 ,1414 ,4681 ,578 ,3089 ,122 ,1570 ,1 ,56 ,0 ,0 ,0 ,0 
Feb-20,안산선,1759,안산,1284 ,3 ,10842 ,685 ,12232 ,14016 ,20086 ,35686 ,19091 ,30387 ,14451 ,11278 ,11415 ,9582 ,11349 ,9901 ,12956 ,10910 ,13291 ,11000 ,13400 ,11085 ,14427 ,11802 ,16839 ,12899 ,36607 ,17256 ,41319 ,21505 ,20659 ,20034 ,17745 ,14145 ,11160 ,11985 ,4037 ,9205 ,1586 ,5488 ,252 ,2470 ,3 ,221 ,0 ,0 ,0 ,0 
Feb-20,안산선,1760,신길온천,7 ,0 ,1264 ,26 ,2581 ,1082 ,5385 ,2966 ,4645 ,1744 ,2365 ,977 ,1805 ,975 ,1673 ,929 ,1653 ,1021 ,1468 ,951 ,1471 ,1262 ,1485 ,1547 ,1691 ,1885 ,2840 ,2493 ,3054 ,3751 ,1363 ,3547 ,1029 ,2409 ,662 ,1940 ,376 ,1970 ,142 ,1436 ,64 ,793 ,0 ,26 ,0 ,0 ,0 ,0 
Feb-20,안산선,1761,정왕,146 ,1 ,4975 ,296 ,7662 ,9260 ,14089 ,20732 ,11868 ,20953 ,7542 ,9312 ,6732 ,6610 ,6864 ,5692 ,7251 ,6496 ,7214 ,6681 ,7328 ,7337 ,8138 ,7189 ,10284 ,7635 ,15994 ,10062 ,22539 ,14895 ,9779 ,12000 ,7442 ,9544 ,5120 ,8118 ,2907 ,6969 ,1517 ,5029 ,162 ,2400 ,0 ,348 ,0 ,0 ,0 ,0 
Feb-20,안산선,1762,오이도,162 ,0 ,5287 ,57 ,14218 ,7180 ,30628 ,12040 ,23726 ,12247 ,12297 ,6001 ,9655 ,5796 ,9902 ,6833 ,11048 ,8061 ,10332 ,8931 ,9382 ,9422 ,10186 ,10306 ,11145 ,11373 ,15570 ,14922 ,16972 ,24614 ,10371 ,21944 ,7579 ,14813 ,6145 ,13157 ,4580 ,11256 ,1918 ,8248 ,154 ,3823 ,1 ,466 ,0 ,0 ,0 ,0 
Feb-20,안산선,1763,수리산,5 ,0 ,2506 ,500 ,8009 ,1426 ,17514 ,3274 ,16803 ,4067 ,8718 ,2540 ,5757 ,3117 ,5050 ,2542 ,5053 ,2753 ,4744 ,3010 ,3876 ,3042 ,3949 ,3711 ,3614 ,4548 ,4102 ,5464 ,5067 ,10659 ,2600 ,10400 ,1738 ,5968 ,1322 ,4937 ,1014 ,4824 ,433 ,3812 ,133 ,1110 ,0 ,1 ,0 ,0 ,0 ,0 
Feb-20,과천선,1450,선바위,1 ,1 ,971 ,971 ,5573 ,7592 ,17848 ,19654 ,23753 ,25604 ,14935 ,15661 ,8843 ,6517 ,7432 ,5553 ,8319 ,5840 ,8735 ,5860 ,8072 ,5842 ,8497 ,6468 ,11420 ,7127 ,20385 ,11016 ,31264 ,16179 ,15168 ,14268 ,9374 ,9037 ,7399 ,8023 ,4420 ,7840 ,1518 ,4226 ,222 ,1762 ,0 ,1 ,0 ,0 ,0 ,0 
Feb-20,과천선,1451,경마공원,0 ,0 ,216 ,528 ,739 ,2889 ,1582 ,4813 ,2714 ,13792 ,2145 ,20812 ,1775 ,25859 ,2136 ,16628 ,2770 ,13810 ,3444 ,13805 ,5266 ,10230 ,7572 ,6135 ,13452 ,3294 ,26064 ,2060 ,58586 ,2111 ,8188 ,1695 ,1873 ,1117 ,848 ,1003 ,320 ,917 ,179 ,613 ,40 ,242 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,과천선,1452,대공원,1 ,0 ,20 ,327 ,115 ,2539 ,550 ,2623 ,853 ,8455 ,990 ,10033 ,1288 ,8923 ,2167 ,4252 ,4187 ,3752 ,3852 ,4039 ,4062 ,3685 ,5227 ,2440 ,6723 ,1594 ,8776 ,1040 ,8355 ,887 ,3634 ,614 ,1358 ,320 ,726 ,272 ,224 ,232 ,127 ,205 ,26 ,85 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,과천선,1453,과천,2 ,1 ,1279 ,1167 ,5001 ,13103 ,15751 ,3365 ,16161 ,6592 ,9317 ,4210 ,6121 ,3358 ,5620 ,3000 ,6083 ,3519 ,6136 ,3650 ,5625 ,3964 ,5723 ,4379 ,10966 ,5512 ,11326 ,6686 ,7073 ,11965 ,3576 ,12040 ,2080 ,6710 ,1664 ,6563 ,1120 ,6373 ,453 ,4333 ,99 ,1192 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,과천선,1454,정부과천청사,18 ,3 ,1378 ,1408 ,4200 ,10957 ,13875 ,20194 ,13427 ,62867 ,10761 ,21007 ,9385 ,13274 ,9056 ,11573 ,10012 ,8349 ,13835 ,8480 ,17027 ,8833 ,15071 ,9091 ,16489 ,8802 ,25152 ,11375 ,51420 ,17877 ,14024 ,16077 ,11399 ,8061 ,11922 ,6753 ,8645 ,5841 ,2118 ,3970 ,252 ,1259 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,과천선,1455,인덕원,69 ,1 ,7775 ,2005 ,24015 ,10647 ,75638 ,27682 ,68962 ,93298 ,38106 ,32833 ,26323 ,19541 ,23798 ,17664 ,26830 ,16836 ,27611 ,19630 ,25088 ,21045 ,24698 ,22393 ,28770 ,26818 ,40010 ,39023 ,75154 ,72155 ,29179 ,70039 ,21354 ,35768 ,20809 ,32367 ,14965 ,32148 ,6011 ,20777 ,1001 ,8183 ,1 ,0 ,0 ,0 ,0 ,0 
Feb-20,과천선,1456,평촌,23 ,0 ,3330 ,2249 ,17407 ,7766 ,54937 ,25979 ,45461 ,76657 ,22445 ,31862 ,15561 ,14442 ,14618 ,12741 ,16147 ,12611 ,16236 ,15546 ,16000 ,14312 ,18219 ,13954 ,19166 ,17096 ,32657 ,22586 ,58379 ,40732 ,25990 ,45431 ,18422 ,22805 ,16936 ,18299 ,13650 ,16483 ,5175 ,9796 ,966 ,5025 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,과천선,1457,범계,78 ,14 ,6667 ,2722 ,26818 ,10668 ,80471 ,19002 ,70352 ,56308 ,35307 ,41844 ,24965 ,26364 ,25791 ,24107 ,29602 ,26110 ,29877 ,31538 ,28541 ,30302 ,31613 ,30999 ,35532 ,35278 ,42212 ,45999 ,60963 ,79167 ,36459 ,77760 ,37706 ,38957 ,30702 ,29341 ,28203 ,27957 ,12043 ,16344 ,1967 ,7406 ,0 ,21 ,0 ,0 ,0 ,0 
Feb-20,분당선,1023,선릉,44 ,2 ,1071 ,1150 ,1799 ,9129 ,3687 ,37576 ,5664 ,136916 ,4986 ,82940 ,5721 ,34467 ,7364 ,21181 ,8845 ,19930 ,10229 ,21759 ,11375 ,17654 ,14654 ,15237 ,22945 ,13408 ,35181 ,17812 ,76773 ,22526 ,33869 ,15230 ,20461 ,7284 ,18233 ,5401 ,15177 ,4431 ,5687 ,3105 ,304 ,732 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,분당선,1024,한티,10 ,1 ,1491 ,770 ,5569 ,6661 ,16521 ,17819 ,21707 ,45122 ,13663 ,41125 ,9705 ,23266 ,11228 ,17351 ,15534 ,22377 ,18776 ,27213 ,17065 ,18489 ,19591 ,16671 ,23027 ,18455 ,36072 ,26987 ,42206 ,29228 ,26723 ,23150 ,28259 ,12624 ,19736 ,10415 ,27701 ,9956 ,5205 ,6125 ,213 ,710 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,분당선,1025,도곡,19 ,4 ,972 ,837 ,2294 ,5081 ,6310 ,11402 ,10759 ,25837 ,7634 ,17929 ,5919 ,7921 ,6770 ,6674 ,7870 ,6749 ,8059 ,8009 ,8332 ,6635 ,9756 ,6010 ,11257 ,6826 ,16291 ,8396 ,22328 ,11438 ,11454 ,9846 ,7375 ,5590 ,6928 ,4903 ,4850 ,4338 ,1583 ,3042 ,46 ,441 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,분당선,1026,구룡,2 ,0 ,347 ,286 ,918 ,2310 ,2015 ,5146 ,3199 ,4562 ,2283 ,2143 ,1898 ,1227 ,2601 ,1074 ,2068 ,1105 ,1908 ,1546 ,2043 ,1358 ,2221 ,1402 ,4976 ,1604 ,3745 ,1920 ,2998 ,2650 ,1359 ,2205 ,765 ,1430 ,565 ,1328 ,389 ,1241 ,138 ,1009 ,8 ,122 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,분당선,1027,개포동,0 ,0 ,628 ,343 ,2631 ,2487 ,7100 ,3946 ,8705 ,8773 ,5377 ,7521 ,3900 ,5360 ,3838 ,3442 ,5368 ,3900 ,5298 ,4264 ,4691 ,3943 ,4477 ,3935 ,4940 ,4181 ,6699 ,5453 ,7658 ,8985 ,4690 ,7887 ,3082 ,4811 ,3271 ,4184 ,3056 ,4383 ,1647 ,2914 ,104 ,376 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,분당선,1028,대모산입구,8 ,2 ,1597 ,999 ,3144 ,7957 ,7622 ,3648 ,10055 ,8050 ,6011 ,4166 ,3885 ,3070 ,4126 ,2426 ,4173 ,2534 ,4061 ,3005 ,3603 ,3157 ,3788 ,3669 ,6287 ,3665 ,8042 ,4286 ,7723 ,6759 ,3417 ,6128 ,2035 ,3677 ,1449 ,3342 ,1035 ,3442 ,372 ,1952 ,16 ,403 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,분당선,1030,수서,62 ,1 ,2843 ,2675 ,5823 ,9465 ,20516 ,19262 ,34082 ,43497 ,21862 ,23984 ,18546 ,14824 ,15803 ,12215 ,18664 ,14652 ,17650 ,15383 ,13207 ,15416 ,19179 ,16047 ,21056 ,20380 ,28128 ,23667 ,39834 ,34408 ,18951 ,28007 ,17291 ,17816 ,12474 ,14850 ,11309 ,13003 ,5860 ,6629 ,114 ,1168 ,3 ,1 ,0 ,0 ,0 ,0 
Feb-20,분당선,1031,복정,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,분당선,1846,수원,841 ,5 ,4067 ,395 ,6964 ,2649 ,21767 ,5635 ,25040 ,8866 ,12260 ,6776 ,7297 ,4261 ,6891 ,4390 ,7450 ,5821 ,8083 ,6422 ,7325 ,5725 ,8253 ,6042 ,9510 ,8452 ,12175 ,10492 ,16639 ,17785 ,11687 ,16042 ,10190 ,7812 ,8818 ,6710 ,7463 ,5873 ,3690 ,3260 ,75 ,1466 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,분당선,1847,서울숲,86 ,0 ,1986 ,433 ,4091 ,8920 ,12273 ,9104 ,21680 ,32574 ,14133 ,22772 ,7058 ,10097 ,6207 ,7600 ,7116 ,8128 ,8375 ,10304 ,8527 ,9682 ,9859 ,9811 ,14436 ,9867 ,20533 ,12630 ,33017 ,19974 ,17317 ,15768 ,9739 ,8615 ,8416 ,7298 ,5803 ,7147 ,1932 ,3848 ,52 ,814 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,분당선,1848,압구정로데오,138 ,3 ,1764 ,556 ,3026 ,8314 ,4447 ,18556 ,6841 ,66825 ,5921 ,89641 ,6476 ,42896 ,9602 ,27974 ,12258 ,25915 ,15176 ,26619 ,18918 ,24054 ,23934 ,22713 ,28899 ,21639 ,42953 ,26053 ,75611 ,33224 ,57372 ,22723 ,46926 ,8761 ,30316 ,5431 ,23453 ,4477 ,8972 ,2517 ,333 ,523 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,분당선,1849,강남구청,37 ,0 ,1158 ,557 ,2373 ,4374 ,5712 ,12427 ,9333 ,51308 ,7535 ,39445 ,6478 ,18110 ,7716 ,12606 ,8297 ,12849 ,10644 ,14091 ,11534 ,13132 ,12628 ,11907 ,14114 ,11963 ,21238 ,13951 ,48006 ,18710 ,25752 ,14040 ,14500 ,6817 ,13096 ,5376 ,9704 ,5487 ,3794 ,3206 ,101 ,723 ,1 ,0 ,0 ,0 ,0 ,0 
Feb-20,분당선,1850,선정릉,19 ,0 ,888 ,791 ,1881 ,4331 ,3925 ,11481 ,6923 ,51194 ,5571 ,42156 ,4692 ,14707 ,5537 ,8625 ,7366 ,7649 ,7819 ,8309 ,8487 ,7250 ,9358 ,6542 ,10992 ,6450 ,18706 ,7584 ,43026 ,9911 ,25227 ,7042 ,12179 ,4172 ,10685 ,3619 ,7662 ,3401 ,2770 ,2226 ,91 ,496 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,분당선,1851,가천대,33 ,12 ,4719 ,725 ,6087 ,3138 ,15883 ,4509 ,23395 ,11810 ,13808 ,8124 ,7378 ,6494 ,7055 ,5753 ,7703 ,6759 ,7397 ,7805 ,7003 ,7761 ,7394 ,8093 ,9894 ,9936 ,11514 ,12615 ,10770 ,20581 ,6117 ,19735 ,4142 ,13358 ,3515 ,13115 ,3092 ,13503 ,1843 ,8950 ,122 ,1357 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,분당선,1852,태평,159 ,7 ,13248 ,2244 ,18196 ,5216 ,37397 ,8113 ,60783 ,15143 ,37492 ,11468 ,20042 ,9724 ,16471 ,11083 ,17065 ,11063 ,17315 ,13743 ,15435 ,14576 ,14848 ,20756 ,14913 ,21944 ,17484 ,28178 ,18684 ,44635 ,10502 ,37481 ,7776 ,24184 ,6318 ,25656 ,4545 ,22050 ,2178 ,12155 ,176 ,1991 ,1 ,1 ,0 ,0 ,0 ,0 
Feb-20,분당선,1853,모란,242 ,5 ,13788 ,2532 ,20493 ,9398 ,49890 ,18779 ,68686 ,29115 ,46007 ,21910 ,27769 ,19859 ,26059 ,22585 ,28342 ,23718 ,28648 ,27756 ,26701 ,27676 ,26509 ,34788 ,29383 ,36047 ,32182 ,41088 ,38273 ,62947 ,22554 ,52818 ,16170 ,34343 ,15574 ,32248 ,11884 ,26106 ,6988 ,17892 ,594 ,2211 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,분당선,1854,야탑,165 ,2 ,6576 ,3290 ,16151 ,13512 ,48892 ,32612 ,62024 ,87627 ,37392 ,50146 ,28041 ,30658 ,29569 ,29355 ,32854 ,32507 ,33701 ,34390 ,33353 ,35662 ,36594 ,32886 ,39731 ,38247 ,51828 ,44353 ,80213 ,68133 ,44683 ,61267 ,30603 ,35589 ,29386 ,28852 ,20564 ,27072 ,9097 ,16392 ,646 ,3330 ,0 ,2 ,0 ,0 ,0 ,0 
Feb-20,분당선,1855,서현,419 ,14 ,4568 ,2766 ,11420 ,10024 ,30024 ,33989 ,38906 ,78879 ,26648 ,66084 ,21583 ,41422 ,23641 ,32787 ,28587 ,33796 ,30394 ,40187 ,33437 ,36917 ,39162 ,37994 ,41224 ,37425 ,59234 ,45012 ,90796 ,62539 ,55875 ,52378 ,51948 ,27094 ,42821 ,22243 ,36129 ,18024 ,17195 ,11609 ,1278 ,1855 ,0 ,0 ,0 ,0 ,0 ,0 
